#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
5114;PL;Polonia;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;546972.3;1102060.05;01/01/2023;30/09/2023
5115;FI;Finlandia;801220000;NUECES DEL BRASIL SIN CÁSCARA FRESCAS O SECAS;183500;1101991.54;01/01/2023;30/09/2023
5116;DE;Alemania;1504209000;GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXCEPTO ACEITES DE HÍGADO;129709;1088764.5;01/01/2023;30/09/2023
5117;GB;Reino Unido;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;547868;1085188.02;01/01/2023;30/09/2023
5118;FR;Francia;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";510969.8;1078557.96;01/01/2023;30/09/2023
5119;DE;Alemania;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;763999.2;1077929.78;01/01/2023;30/09/2023
5120;GR;Grecia;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";491668;1064155.21;01/01/2023;30/09/2023
5121;FR;Francia;811909100;MANGO (MANGIFERA INDICA L.);635453.4;1058600;01/01/2023;30/09/2023
5122;NL;Países Bajos (Holanda);805210000;MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS);1003570;1027373.34;01/01/2023;30/09/2023
5123;ES;España;710400000;MAÍZ DULCE CONGELADO;453485.62;1017422.87;01/01/2023;30/09/2023
5124;NL;Países Bajos (Holanda);1005100000;MAÍZ PARA SIEMBRA;11479.58;1014941.85;01/01/2023;30/09/2023
5125;ES;España;713399100;PALLARES (PHASEOLUS LUNATUS) EXCEPTO PARA SIEMBRA;574500;1004994.38;01/01/2023;30/09/2023
5126;NL;Países Bajos (Holanda);811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;455009.34;992042.03;01/01/2023;30/09/2023
5127;ES;España;2301209000;HARINA, POLVO Y PELLETS, DE CRUSTÁCEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUÁTICOS;459265;951429.98;01/01/2023;30/09/2023
5128;DE;Alemania;7407100000;BARRAS Y PERFILES DE COBRE REFINADO;98415;951421.48;01/01/2023;30/09/2023
5129;ES;España;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;84028;939686.24;01/01/2023;30/09/2023
5130;AT;Austria;7905000011;LAMINADOS PLANOS DE CINC DE ESPESOR INFERIOR O IGUAL A 0,65 MM;252306;938110.58;01/01/2023;30/09/2023
5131;AT;Austria;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;253118;934433.83;01/01/2023;30/09/2023
5132;GB;Reino Unido;811909100;MANGO (MANGIFERA INDICA L.);545012.52;921852.13;01/01/2023;30/09/2023
5133;IT;Italia;8514390000;LOS DEMÁS;50316.24;917392;01/01/2023;30/09/2023
5134;IT;Italia;7408210000;ALAMBRE DE COBRE DE ALEACIONES DE COBRE A BASE DE COBRE-CINC (LATÓN);118976;917120.6;01/01/2023;30/09/2023
5135;FR;Francia;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;447232.71;917018.58;01/01/2023;30/09/2023
5136;BE;Bélgica;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;267429.7;908734.89;01/01/2023;30/09/2023
5137;NL;Países Bajos (Holanda);7602000000;DESPERDICIOS Y DESECHOS, DE ALUMINIO.;429535;906866.3;01/01/2023;30/09/2023
5138;NL;Países Bajos (Holanda);305200000;HÍGADOS, HUEVAS Y LECHAS, SECOS, AHUMADOS, SALADOS O EN SALMUERA;46400;902387;01/01/2023;30/09/2023
5139;GB;Reino Unido;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;72869.88;897515.39;01/01/2023;30/09/2023
5140;IT;Italia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);276000;897012.13;01/01/2023;30/09/2023
5141;IT;Italia;2002900000;LOS DEMÁS TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE);483705;894854.25;01/01/2023;30/09/2023
5142;ES;España;1211903000;ORÉGANO (ORIGANUM VULGARE);294166.97;891053.79;01/01/2023;30/09/2023
5143;FR;Francia;1209919000;DEMÁS SEMILLAS DE HORTALIZAS;3795.84;883702.98;01/01/2023;30/09/2023
5144;BE;Bélgica;4409229010;TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR DE MADERAS TROPICALES EXCEPTO DE IPÉ;466390;859950.83;01/01/2023;30/09/2023
5145;GB;Reino Unido;3203002100;CARMÍN DE COCHINILLA;9850;857911.07;01/01/2023;30/09/2023
5146;DE;Alemania;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);48175;851658.36;01/01/2023;30/09/2023
5147;PL;Polonia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);270475;847349.49;01/01/2023;30/09/2023
5148;ES;España;1509300000;ACEITE DE OLIVA VIRGEN;217910;843004;01/01/2023;30/09/2023
5149;ES;España;305399000;LOS DEMÁS FILETES DE PESCADO, SECOS, SALADOS O EN SALMUERA, SIN AHUMAR EXCEPTO DE BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS).;93096.38;839101.45;01/01/2023;30/09/2023
5150;IT;Italia;3203001900;LAS DEMÁS MATERIAS COLORANTES DE ORIGEN VEGETAL;52394;829361.76;01/01/2023;30/09/2023
5151;ES;España;1209919000;DEMÁS SEMILLAS DE HORTALIZAS;72440.49;802352.17;01/01/2023;30/09/2023
5152;ES;España;7113190000;ARTÍCULOS DE JOYERÍA DE LOS DEMÁS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS;22.06;792828.16;01/01/2023;30/09/2023
5153;DE;Alemania;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;509902.31;786724.1;01/01/2023;30/09/2023
5154;GB;Reino Unido;6105100041;CAMISAS DE PUNTO ALGODÓN ABERTURA DELANTERA PARCIAL, CON CUELLO Y PUÑOS DE TEJIDO ACANALADO PARA HOMBRES, TEÑIDO DE UN SOLO COLOR;14746.49;780548.59;01/01/2023;30/09/2023
5155;FR;Francia;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;192862.1;774221.42;01/01/2023;30/09/2023
5156;DE;Alemania;7408290000;LOS DEMÁS ALAMBRE DE COBRE A BASE DE ALEACIONES DE COBRE;65770;773024.6;01/01/2023;30/09/2023
5157;DE;Alemania;2106907100;COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS QUE CONTENGAN EXCLUSIVAMENTE MEZCLAS O EXTRACTOS DE PLANTAS, PARTES DE PLANTAS, SEMILLAS O FRUTOS;5931;769220;01/01/2023;30/09/2023
5158;IE;Irlanda (Eire);5107100000;HILADOS DE LANA PEINADA NO PARA VENTA POR MENOR CON UN CONTENIDO DE LANA >=85% EN PESO;52777.2;760394.09;01/01/2023;30/09/2023
5159;DK;Dinamarca;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;20988.75;759008.36;01/01/2023;30/09/2023
5160;DE;Alemania;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;72804.6;754886.23;01/01/2023;30/09/2023
5161;IE;Irlanda (Eire);810400000;ARÁNDANOS ROJOS, MIRTILOS Y DEMÁS FRUTOS DEL GÉNERO VACCINIUM, FRESCOS;198000;751176;01/01/2023;30/09/2023
5162;DE;Alemania;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;238757.24;745425.61;01/01/2023;30/09/2023
5163;BE;Bélgica;709200000;ESPÁRRAGOS, FRESCOS O REFRIGERADOS;179580.54;743679.04;01/01/2023;30/09/2023
5164;BE;Bélgica;1302399000;LOS DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES;46000;736000;01/01/2023;30/09/2023
5165;ES;España;307221000;VIEIRAS (CONCHAS DE ABANICO) (PECTEN JACOBAEUS) CONGELADOS;70950;733100.65;01/01/2023;30/09/2023
5166;ES;España;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);41000;732936.06;01/01/2023;30/09/2023
5167;SE;Suecia;811909100;MANGO (MANGIFERA INDICA L.);423636.5;732100.41;01/01/2023;30/09/2023
5168;GB;Reino Unido;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;198089.36;727391.41;01/01/2023;30/09/2023
5169;ES;España;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;408658.4;725312.6;01/01/2023;30/09/2023
5170;ES;España;709930000;CALABAZAS (ZAPALLOS) Y CALABACINES (CUCÚRBITA SPP.);1114443;714804.45;01/01/2023;30/09/2023
5171;DK;Dinamarca;814001000;CORTEZAS DE LIMÓN (LIMÓN SUTIL, LIMÓN COMÚN, LIMÓN CRIOLLO) (CITRUS AURANTIFOLIA) FRESCAS, CONGELADAS, SECAS O CONSERVADAS;611118.2;667406.21;01/01/2023;30/09/2023
5172;DE;Alemania;303910000;HÍGADOS, HUEVAS Y LECHAS;39100;663090.5;01/01/2023;30/09/2023
5173;IT;Italia;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;530219.1;658573.03;01/01/2023;30/09/2023
5174;ES;España;303540000;CABALLAS (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS);689000;654550;01/01/2023;30/09/2023
5175;IT;Italia;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;14066.92;654160.59;01/01/2023;30/09/2023
5176;IT;Italia;8001100000;ESTAÑO EN BRUTO, SIN ALEAR;25062.4;653513.81;01/01/2023;30/09/2023
5177;GB;Reino Unido;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;220081.43;651056.63;01/01/2023;30/09/2023
5178;DK;Dinamarca;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;19417.75;649614.31;01/01/2023;30/09/2023
5179;DE;Alemania;1804001300;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1.65%;143000;643170;01/01/2023;30/09/2023
5180;ES;España;1209915000;SEMILLAS DE TOMATES (LICOPERSICUM SPP.);372.13;635505.92;01/01/2023;30/09/2023
5181;DK;Dinamarca;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;42292.5;633597.51;01/01/2023;30/09/2023
5182;IT;Italia;3203002100;CARMÍN DE COCHINILLA;5170;628511.5;01/01/2023;30/09/2023
5183;FR;Francia;1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;168350;627806.28;01/01/2023;30/09/2023
5184;FR;Francia;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;157267.2;622630.35;01/01/2023;30/09/2023
5185;NL;Países Bajos (Holanda);2005991000;ALCACHOFAS (ALCAUCILES);160090.4;621361.51;01/01/2023;30/09/2023
5186;IT;Italia;305399000;LOS DEMÁS FILETES DE PESCADO, SECOS, SALADOS O EN SALMUERA, SIN AHUMAR EXCEPTO DE BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS).;71821.08;610610.03;01/01/2023;30/09/2023
5187;PT;Portugal;2008993000;MANGOS PREPARADOS O CONSERVADOS;395308;608402.28;01/01/2023;30/09/2023
5188;NL;Países Bajos (Holanda);3203002100;CARMÍN DE COCHINILLA;7080;603341.6;01/01/2023;30/09/2023
5189;IT;Italia;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;333915;601473.15;01/01/2023;30/09/2023
5190;IT;Italia;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;57339.84;586179.46;01/01/2023;30/09/2023
5191;DK;Dinamarca;4409229020;MADERA MOLDURADA DE MADERAS TROPICALES EXCEPTO DE IPÉ;248320;576308.77;01/01/2023;30/09/2023
5192;ES;España;810909000;LOS DEMÁS FRUTAS U OTROS FRUTOS FRESCOS;297437.4;559089.4;01/01/2023;30/09/2023
5193;FR;Francia;4409221090;MADERA PERFILADA DE IPÉ EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;261236.12;553750.85;01/01/2023;30/09/2023
5194;DK;Dinamarca;2301201100;HARINA DE PESCADO CON UN CONTENIDO DE GRASA SUPERIOR A 2% EN PESO;448935;549974.28;01/01/2023;30/09/2023
5195;IT;Italia;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;57261.5;549192.04;01/01/2023;30/09/2023
5196;BE;Bélgica;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;54706.04;549138.32;01/01/2023;30/09/2023
5197;IT;Italia;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;266911.1;548259.23;01/01/2023;30/09/2023
5198;PL;Polonia;2810001000;ÁCIDO ORTO BÓRICO;547000;548169.17;01/01/2023;30/09/2023
5199;IT;Italia;5112901000;LOS DEMÁS TEJIDOS DE LANA PEINADA;9988.6;546316.1;01/01/2023;30/09/2023
5200;NL;Países Bajos (Holanda);2508500000;ANDALUCITA, CIANITA Y SILIMANITA;1004305;545839.77;01/01/2023;30/09/2023
5201;DE;Alemania;9608200000;ROTULADORES Y MARCADORES CON PUNTA DE FIELTRO U OTRA PUNTA POROSA;51358.41;536990.5;01/01/2023;30/09/2023
5202;GB;Reino Unido;804100000;DÁTILES, FRESCOS O SECOS;114201.04;534912.52;01/01/2023;30/09/2023
5203;ES;España;7204210000;DESPERDICIOS Y DESECHOS DE ACERO INOXIDABLE;238860;531722.62;01/01/2023;30/09/2023
5204;FR;Francia;8430410000;MÁQUINAS DE SONDEO O PERFORACIÓN AUTOPROPULSADAS;14744;531300;01/01/2023;30/09/2023
5205;CZ;República Checa;5101110000;LANA SIN CARDAR NI PEINAR, SUCIA, INCLUSO LAVADA EN VIVO, ESQUILADA;335896;530462.58;01/01/2023;30/09/2023
5206;IT;Italia;1701130000;AZÚCAR DE CAÑA MENCIONADO EN LA NOTA 2 DE SUBPARTIDA DE ESTE CAPÍTULO;312000;528840;01/01/2023;30/09/2023
5207;DE;Alemania;810909000;LOS DEMÁS FRUTAS U OTROS FRUTOS FRESCOS;290805.8;515966.58;01/01/2023;30/09/2023
5208;DK;Dinamarca;1212290000;LAS DEMÁS ALGAS;204361;510902.5;01/01/2023;30/09/2023
5209;BE;Bélgica;2202100000;AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE;560780.95;507324.76;01/01/2023;30/09/2023
5210;IT;Italia;810909000;LOS DEMÁS FRUTAS U OTROS FRUTOS FRESCOS;313009.52;503380.55;01/01/2023;30/09/2023
5211;PT;Portugal;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;146612;493461.21;01/01/2023;30/09/2023
5212;FI;Finlandia;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;629799.6;486960.75;01/01/2023;30/09/2023
5213;NL;Países Bajos (Holanda);8708220000;PARABRISAS, VIDRIOS TRASEROS (LUNETAS) Y DEMÁS VENTANILLAS ESPECIFICADOS EN LA NOTA 1 DE SUBPARTIDA DE ESTE CAPÍTULO;40128.75;482762.46;01/01/2023;30/09/2023
5214;GB;Reino Unido;6110201090;"LOS DEMÁS SUÉTERES (JERSEYS) DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";11267.38;479717.54;01/01/2023;30/09/2023
5215;SE;Suecia;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;125020.45;474971.35;01/01/2023;30/09/2023
5216;IT;Italia;7404000000;DESPERDICIOS Y DESECHOS, DE COBRE.;69000;467891.06;01/01/2023;30/09/2023
5217;NL;Países Bajos (Holanda);307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;34162.4;462631.6;01/01/2023;30/09/2023
5218;ES;España;2008993000;MANGOS PREPARADOS O CONSERVADOS;295769.59;461632.67;01/01/2023;30/09/2023
5219;DE;Alemania;6110209090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";8802.36;457893.86;01/01/2023;30/09/2023
5220;IT;Italia;1701999000;AZÚCAR DE CAÑA O REMOLACHA CON ADICIÓN DE AROMATIZANTE O COLORANTE;584760;457500;01/01/2023;30/09/2023
5221;DE;Alemania;304740020;EN BLOQUES, SIN PIEL, SIN ESPINAS;129426.8;455513.58;01/01/2023;30/09/2023
5222;DE;Alemania;2008993000;MANGOS PREPARADOS O CONSERVADOS;215603.16;453744.04;01/01/2023;30/09/2023
5223;IT;Italia;8703249020;LOS DEMÁS ENSAMBLADOS;4040;452188;01/01/2023;30/09/2023
5224;IT;Italia;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;814685;446765.74;01/01/2023;30/09/2023
5225;NL;Países Bajos (Holanda);1106201000;HARINA, SÉMOLA Y POLVO DE MACA (LEPIDIUM MEYENII);66489.02;441352.52;01/01/2023;30/09/2023
5226;ES;España;1516100000;GRASAS Y ACEITES, ANIMALES, Y SUS FRACCIONES, PARCIAL O TOTALMENTE HIDROGENADOS;29600;435647;01/01/2023;30/09/2023
5227;NL;Países Bajos (Holanda);1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;83000;433573.75;01/01/2023;30/09/2023
5228;PL;Polonia;7905000011;LAMINADOS PLANOS DE CINC DE ESPESOR INFERIOR O IGUAL A 0,65 MM;112248;430938.33;01/01/2023;30/09/2023
5229;NL;Países Bajos (Holanda);804200000;HIGOS, FRESCOS O SECOS;75335.84;429012.26;01/01/2023;30/09/2023
5230;GB;Reino Unido;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;8453.46;428023.62;01/01/2023;30/09/2023
5231;DE;Alemania;7308400000;MATERIAL DE ANDAMIAJE, ENCOFRADO, APEO O APUNTALAMIENTO DE FUNDICIÓN DE HIERRO O ACERO;72371;425492.04;01/01/2023;30/09/2023
5232;DE;Alemania;1106201000;HARINA, SÉMOLA Y POLVO DE MACA (LEPIDIUM MEYENII);68062.26;424491.09;01/01/2023;30/09/2023
5233;DE;Alemania;3203001400;MATERIAS COLORANTES DE ORIGEN VEGETAL DE ACHIOTE (ONOTO, BIJA);10870;424051.14;01/01/2023;30/09/2023
5234;DE;Alemania;2005991000;ALCACHOFAS (ALCAUCILES);142874.08;423749.57;01/01/2023;30/09/2023
5235;DK;Dinamarca;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;39990;421392.4;01/01/2023;30/09/2023
5236;ES;España;1207701000;SEMILLAS DE MELÓN PARA SIEMBRA;1931.44;418663.28;01/01/2023;30/09/2023
5237;NL;Países Bajos (Holanda);3823190000;ACEITES ÁCIDOS DEL REFINADO.;586990;418292.62;01/01/2023;30/09/2023
5238;NL;Países Bajos (Holanda);910300000;CÚRCUMA;289719.7;415254.86;01/01/2023;30/09/2023
5239;FR;Francia;6105100059;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;5523.66;413423.16;01/01/2023;30/09/2023
5240;ES;España;5503309000;"LOS DEMÁS FIBRAS SINTÉTICAS DISCONTINUAS, SIN CARDAR, PEINAR NI TRANSFORMAR DE OTRO MODO PARA LA HILATURA, ACRÍLICAS O MODACRÍLICAS; A EXCEPCIÓN DE LOS OBTENIDOS POR EXTRUSIÓN HÚMEDA.";159491;412321.67;01/01/2023;30/09/2023
5241;NL;Países Bajos (Holanda);2208400000;RON Y DEMÁS AGUARDIENTES DE CAÑA;40200.33;402663.4;01/01/2023;30/09/2023
5242;DE;Alemania;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;10943.84;397728.8;01/01/2023;30/09/2023
5243;ES;España;307490000;JIBIAS, GLOBITOS, CALAMARES Y POTAS EXCEPTO CONGELADAS, VIVOS, FRESCOS O REFRIGERADOS;173530.08;395610.9;01/01/2023;30/09/2023
5244;NL;Países Bajos (Holanda);805502200;LIMA TAHITÍ (LIMÓN TAHITÍ) (CITRUS LATIFOLIA);323384;393062.87;01/01/2023;30/09/2023
5245;NL;Países Bajos (Holanda);1701999000;AZÚCAR DE CAÑA O REMOLACHA CON ADICIÓN DE AROMATIZANTE O COLORANTE;450000;393000;01/01/2023;30/09/2023
5246;NL;Países Bajos (Holanda);6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;5655.22;386739.01;01/01/2023;30/09/2023
5247;FR;Francia;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";2200;382289.12;01/01/2023;30/09/2023
5248;GB;Reino Unido;804200000;HIGOS, FRESCOS O SECOS;69484.72;377954.81;01/01/2023;30/09/2023
5249;FR;Francia;6110201090;"LOS DEMÁS SUÉTERES (JERSEYS) DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";8252.54;377032.55;01/01/2023;30/09/2023
5250;FR;Francia;804400000;AGUACATES (PALTAS) , FRESCAS O SECAS;198768;376465.83;01/01/2023;30/09/2023
5251;ES;España;710801000;ESPÁRRAGO CONGELADO AUNQUE ESTÉN COCIDAS EN AGUA O VAPOR.;137325.5;374269.45;01/01/2023;30/09/2023
5252;DE;Alemania;712390000;DEMÁS HONGOS EXCEPTO DEL GENERO AGARICUS, GELATINOSOS Y OREJAS DE JUDAS;61065;372889.25;01/01/2023;30/09/2023
5253;DE;Alemania;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;185215;370927.75;01/01/2023;30/09/2023
5254;ES;España;2008910000;PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO;125258.28;368942.21;01/01/2023;30/09/2023
5255;ES;España;2208202100;PISCO;68840.35;367147.42;01/01/2023;30/09/2023
5256;IT;Italia;1302399000;LOS DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES;20060;366161.2;01/01/2023;30/09/2023
5257;BE;Bélgica;1211909091;LAS DEMÁS PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES REFRIGERADOS, CONGELADOS;180000;363918.2;01/01/2023;30/09/2023
5258;IT;Italia;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;115537.01;363003.86;01/01/2023;30/09/2023
5259;DK;Dinamarca;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;191378;362981.92;01/01/2023;30/09/2023
5260;FR;Francia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);120000;362861;01/01/2023;30/09/2023
5261;FI;Finlandia;1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;101680;362852.2;01/01/2023;30/09/2023
5262;FR;Francia;306171200;COLAS DE LANGOSTINO ,SIN CAPARAZÓN, CONGELADOS;36270;362396.46;01/01/2023;30/09/2023
5263;NL;Países Bajos (Holanda);1511100000;ACEITE DE PALMA EN BRUTO;319210;360285.52;01/01/2023;30/09/2023
5264;DE;Alemania;1801002000;CACAO EN GRANO, ENTERO O PARTIDO, TOSTADO;72350;359603.71;01/01/2023;30/09/2023
5265;FR;Francia;7108120000;ORO EN LAS DEMÁS FORMAS EN BRUTO;6.69;356402.51;01/01/2023;30/09/2023
5266;ES;España;1509200000;ACEITE DE OLIVA VIRGEN EXTRA;64060;355533;01/01/2023;30/09/2023
5267;ES;España;2103909000;DEMÁS PREPARACIONES PARA SALSAS, Y DEMÁS SALSAS PREPARADAS;127653.3;355351.32;01/01/2023;30/09/2023
5268;FR;Francia;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;4787.28;354860.12;01/01/2023;30/09/2023
5269;PL;Polonia;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;96305.83;352036.52;01/01/2023;30/09/2023
5270;IT;Italia;6105100041;CAMISAS DE PUNTO ALGODÓN ABERTURA DELANTERA PARCIAL, CON CUELLO Y PUÑOS DE TEJIDO ACANALADO PARA HOMBRES, TEÑIDO DE UN SOLO COLOR;3432.51;347892.76;01/01/2023;30/09/2023
5271;GB;Reino Unido;1106201000;HARINA, SÉMOLA Y POLVO DE MACA (LEPIDIUM MEYENII);48905;346643.83;01/01/2023;30/09/2023
